year,term,college_id,crn,course_name,dept,campus,course_num,num
2017,Fall,4,1131,University Seminar,COM,M,COM_1001,1001
2019,Fall,4,1131,World Masterpieces 2,LLT,M,LLT_1223,1223
2014,Fall,4,1132,Leadership Capstone,LDR,M,LDR_4000,4000
2016,Fall,4,1132,University Seminar,COM,M,COM_1001,1001
2017,Fall,4,1132,University Seminar,COM,M,COM_1001,1001
2019,Fall,1,1132,Fund. Of Eng. Design Projects,EGE,M,EGE_1001,1001
2014,Fall,4,1133,Leadership Capstone,LDR,DL,LDR_4000,4000
2016,Fall,4,1133,University Seminar,COM,M,COM_1001,1001
2017,Fall,4,1133,University Seminar,COM,M,COM_1001,1001
2019,Fall,1,1133,Fund. Of Eng. Design Projects,EGE,M,EGE_1001,1001
2016,Fall,4,1134,University Seminar,COM,M,COM_1001,1001
2017,Fall,4,1134,University Seminar,COM,M,COM_1001,1001
2019,Fall,1,1134,Fund. Of Eng. Design Projects,EGE,M,EGE_1001,1001
2014,Fall,4,1135,Media Com Soc,MCO,M,MCO_1003,1003
2016,Fall,4,1135,University Seminar,COM,M,COM_1001,1001
2017,Fall,4,1135,University Seminar,COM,M,COM_1001,1001
2019,Fall,1,1135,Fund. Of Eng. Design Projects,EGE,M,EGE_1001,1001
2014,Fall,4,1136,Intro to Video Production,MCO,M,MCO_2003,2003
2016,Fall,1,1136,Biochemistry for Engineers Lab,BME,M,BME_2101,2101
2017,Fall,1,1136,Biochemistry for Engineers Lab,BME,M,BME_2101,2101
2018,Fall,1,1136,Biochemistry for Engineers Lab,BME,M,BME_2101,2101
2014,Fall,4,1137,Video Editing,MCO,M,MCO_3303,3303
2016,Fall,1,1137,Biochemistry for Engineers Lab,BME,M,BME_2101,2101
2017,Fall,1,1137,Biochemistry for Engineers Lab,BME,M,BME_2101,2101
2018,Fall,1,1137,Biochemistry for Engineers Lab,BME,M,BME_2101,2101
2016,Fall,1,1138,Biochemistry for Engineers,BME,M,BME_2103,2103
2017,Fall,1,1138,Biochemistry for Engineers,BME,M,BME_2103,2103
2018,Fall,1,1138,Biochemistry for Engineers,BME,M,BME_2103,2103
2014,Fall,4,1139,Social Media,MCO,M,MCO_3633,3633
2016,Fall,1,1139,Biomedical Best Practices,BME,M,BME_3002,3002
2017,Fall,1,1139,Biomedical Best Practices,BME,M,BME_3002,3002
2018,Fall,1,1139,Biomedical Best Practices,BME,M,BME_3002,3002
2014,Fall,4,1140,Adv. Writing for Television,MCO,M,MCO_3713,3713
2014,Fall,4,1141,Media Communication Internship,MCO,M,MCO_3913,3913
2016,Fall,4,1141,English Composition,COM,M,COM_1103,1103
2017,Fall,4,1141,English Composition,COM,M,COM_1103,1103
2014,Fall,4,1142,Special Topics TV Video Film,MCO,M,MCO_4073,4073
2014,Fall,4,1143,Production Practicum,MCO,M,MCO_4933,4933
2016,Fall,4,1143,English Composition,COM,M,COM_1103,1103
2017,Fall,4,1143,English Composition,COM,M,COM_1103,1103
2016,Fall,1,1144,Biomechanics Lab,BME,M,BME_3301,3301
2017,Fall,1,1144,Biomechanics Lab,BME,M,BME_3301,3301
2018,Fall,1,1144,Biomechanics Lab,BME,M,BME_3301,3301
2014,Fall,4,1145,Introductory Psychology,PSY,M,PSY_1213,1213
2016,Fall,4,1145,English Composition,COM,M,COM_1103,1103
2017,Fall,4,1145,English Composition,COM,M,COM_1103,1103
2014,Fall,4,1146,Introductory Psychology,PSY,M,PSY_1213,1213
2016,Fall,1,1146,Biomechanics Lab,BME,M,BME_3301,3301
2017,Fall,1,1146,Biomechanics Lab,BME,M,BME_3301,3301
2018,Fall,1,1146,Biomechanics Lab,BME,M,BME_3301,3301
2016,Fall,4,1147,English Composition,COM,M,COM_1103,1103
2017,Fall,4,1147,English Composition,COM,M,COM_1103,1103
2018,Fall,4,1147,College Composition,COM,M,COM_1103,1103
2014,Fall,4,1148,Industrial Psychology,PSY,OL,PSY_3313,3313
2016,Fall,1,1148,Introduction to Biomechanics,BME,M,BME_3303,3303
2017,Fall,1,1148,Introduction to Biomechanics,BME,M,BME_3303,3303
2018,Fall,1,1148,Introduction to Biomechanics,BME,M,BME_3303,3303
2019,Fall,1,1148,Engineering Materials I,EGE,M,EGE_1023,1023
2014,Fall,4,1149,Sensation and Perception,PSY,M,PSY_3413,3413
2016,Fall,1,1149,BME Projects 1,BME,M,BME_4013,4013
2017,Fall,1,1149,BME Projects 1,BME,M,BME_4013,4013
2018,Fall,1,1149,BME Projects 1,BME,M,BME_4013,4013
2019,Fall,1,1149,Engineering Materials I,EGE,M,EGE_1023,1023
2016,Fall,4,1150,English Composition,COM,M,COM_1103,1103
2017,Fall,4,1150,English Composition,COM,M,COM_1103,1103
2018,Fall,4,1150,College Composition,COM,M,COM_1103,1103
2019,Fall,1,1150,Engin Computer App Lab,EGE,M,EGE_1102,1102
2014,Fall,4,1151,Social Psychology,PSY,M,PSY_3623,3623
2016,Fall,1,1151,Foundations of Medical Imaging,BME,M,BME_4103,4103
2017,Fall,1,1151,Foundations of Medical Imaging,BME,M,BME_4103,4103
2018,Fall,1,1151,Foundations of Medical Imaging,BME,M,BME_4103,4103
2019,Fall,1,1151,Engin Computer App Lab,EGE,M,EGE_1102,1102
2014,Fall,4,1152,Int/Sr Project,PSY,M,PSY_4113,4113
2016,Fall,4,1152,English Composition,COM,M,COM_1103,1103
2017,Fall,4,1152,English Composition,COM,M,COM_1103,1103
2018,Fall,4,1152,College Composition,COM,M,COM_1103,1103
2019,Fall,1,1152,Statics,EGE,M,EGE_2013,2013
2016,Fall,1,1153,Foundations of Medical Imaging,BME,M,BME_4103,4103
2017,Fall,1,1153,Foundations of Medical Imaging,BME,M,BME_4103,4103
2019,Fall,1,1153,Statics,EGE,M,EGE_2013,2013
2016,Fall,4,1154,English Composition,COM,M,COM_1103,1103
2017,Fall,4,1154,English Composition,COM,M,COM_1103,1103
2018,Fall,4,1154,College Composition,COM,M,COM_1103,1103
2019,Fall,1,1154,Entrpnrl. Mindset for Eng.,EGE,M,EGE_2233,2233
2016,Fall,4,1155,English Composition,COM,M,COM_1103,1103
2017,Fall,4,1155,English Composition,COM,M,COM_1103,1103
2018,Fall,4,1155,College Composition,COM,M,COM_1103,1103
2019,Fall,1,1155,Entrpnrl. Mindset for Eng.,EGE,M,EGE_2233,2233
2014,Fall,4,1156,Principles of Economics,SSC,M,SSC_2303,2303
2016,Fall,1,1156,Tissue Engineering,BME,M,BME_4803,4803
2017,Fall,1,1156,Tissue Engineering,BME,M,BME_4803,4803
2018,Fall,1,1156,Tissue Engineering,BME,M,BME_4803,4803
2019,Fall,1,1156,Thermodynamics,EGE,M,EGE_3003,3003
2014,Fall,4,1157,Principles of Economics,SSC,M,SSC_2303,2303
2016,Fall,1,1157,Tissue Engineering,BME,M,BME_4803,4803
2019,Fall,1,1157,Thermodynamics,EGE,M,EGE_3003,3003
2014,Fall,4,1158,Principles of Economics,SSC,M,SSC_2303,2303
2016,Fall,4,1158,English Composition,COM,M,COM_1103,1103
2017,Fall,4,1158,English Composition,COM,M,COM_1103,1103
2018,Fall,4,1158,College Composition,COM,M,COM_1103,1103
2019,Fall,4,1158,Leadership Seminar Series,LDR,DL,LDR_3000,3000
2014,Fall,4,1159,Foundations of American Exp,SSC,M,SSC_2413,2413
2016,Fall,4,1159,English Composition,COM,M,COM_1103,1103
2019,Fall,4,1159,Leadership Capstone,LDR,DL,LDR_4000,4000
2014,Fall,4,1160,Foundations of American Exp,SSC,M,SSC_2413,2413
2016,Fall,4,1160,English Composition,COM,M,COM_1103,1103
2017,Fall,4,1160,English Composition,COM,M,COM_1103,1103
2018,Fall,4,1160,College Composition,COM,M,COM_1103,1103
2019,Fall,4,1160,Leadership Capstone,LDR,DL,LDR_4000,4000
2014,Fall,4,1161,Foundations of American Exp,SSC,M,SSC_2413,2413
2016,Fall,1,1161,Tissue Engineering Laboratory,BME,M,BME_4801,4801
2017,Fall,1,1161,Tissue Engineering Laboratory,BME,M,BME_4801,4801
2018,Fall,1,1161,Tissue Engineering Laboratory,BME,M,BME_4801,4801
2019,Fall,4,1161,Leadership Capstone,LDR,DL,LDR_4000,4000
2014,Fall,4,1162,Foundations of American Exp,SSC,M,SSC_2413,2413
2016,Fall,4,1162,English Composition,COM,M,COM_1103,1103
2017,Fall,4,1162,English Composition,COM,M,COM_1103,1103
2018,Fall,4,1162,College Composition,COM,M,COM_1103,1103
2019,Fall,1,1162,Engineering Cost Analysis,EGE,M,EGE_3012,3012
2016,Fall,4,1163,English Composition,COM,M,COM_1103,1103
2017,Fall,4,1163,English Composition,COM,M,COM_1103,1103
2018,Fall,4,1163,College Composition,COM,M,COM_1103,1103
2019,Fall,1,1163,Engineering Cost Analysis,EGE,M,EGE_3012,3012
2014,Fall,4,1164,Foundations of American Exp,SSC,M,SSC_2413,2413
2016,Fall,1,1164,Tissue Engineering Laboratory,BME,M,BME_4801,4801
2017,Fall,1,1164,Tissue Engineering Laboratory,BME,M,BME_4801,4801
2018,Fall,1,1164,Tissue Engineering Laboratory,BME,M,BME_4801,4801
2019,Fall,1,1164,Engineering Cost Analysis,EGE,M,EGE_3012,3012
2014,Fall,4,1165,Foundations of American Exp,SSC,M,SSC_2413,2413
2016,Fall,4,1165,English Composition,COM,M,COM_1103,1103
2017,Fall,4,1165,English Composition,COM,M,COM_1103,1103
2018,Fall,4,1165,College Composition,COM,M,COM_1103,1103
2019,Fall,1,1165,Business Plan Dev for Eng.,EGE,M,EGE_3361,3361
2016,Fall,4,1166,Voice and Articulation,COM,M,COM_1111,1111
2019,Fall,1,1166,Materials Laboratory,EME,M,EME_2011,2011
2014,Fall,4,1167,Development of American Exp,SSC,M,SSC_2423,2423
2019,Fall,1,1167,Mech Engineer Graphics,EME,M,EME_2012,2012
2014,Fall,4,1168,Development of American Exp,SSC,M,SSC_2423,2423
2016,Fall,4,1168,Technical and Prof Comm,COM,M,COM_2103,2103
2017,Fall,4,1168,Technical and Prof Comm,COM,M,COM_2103,2103
2018,Fall,4,1168,Technical and Prof Comm,COM,M,COM_2103,2103
2019,Fall,1,1168,Mechanics of Materials,EME,M,EME_3013,3013
2014,Fall,4,1169,Development of American Exp,SSC,M,SSC_2423,2423
2016,Fall,4,1169,Technical and Prof Comm,COM,M,COM_2103,2103
2017,Fall,4,1169,Technical and Prof Comm,COM,M,COM_2103,2103
2018,Fall,4,1169,Technical and Prof Comm,COM,M,COM_2103,2103
2019,Fall,1,1169,Mechanics of Materials,EME,M,EME_3013,3013
2014,Fall,4,1170,Development of American Exp,SSC,M,SSC_2423,2423
2016,Fall,4,1170,Technical and Prof Comm,COM,M,COM_2103,2103
2017,Fall,4,1170,Technical and Prof Comm,COM,M,COM_2103,2103
2018,Fall,4,1170,Technical and Prof Comm,COM,M,COM_2103,2103
2019,Fall,1,1170,Manufacturing Processes,EME,M,EME_3023,3023
2014,Fall,4,1171,Dev. of American Exp (Honors),SSC,M,SSC_2423,2423
2016,Fall,4,1171,Technical and Prof Comm,COM,M,COM_2103,2103
2017,Fall,4,1171,Technical and Prof Comm,COM,M,COM_2103,2103
2018,Fall,4,1171,Technical and Prof Comm,COM,M,COM_2103,2103
2019,Fall,1,1171,Manufacturing Processes,EME,M,EME_3023,3023
2014,Fall,4,1172,Development of American Exp,SSC,M,SSC_2423,2423
2016,Fall,4,1172,Technical and Prof Comm,COM,M,COM_2103,2103
2017,Fall,4,1172,Technical and Prof Comm,COM,M,COM_2103,2103
2018,Fall,4,1172,Technical and Prof Comm,COM,M,COM_2103,2103
2019,Fall,1,1172,Engr. Numerical Methods,EME,M,EME_3033,3033
2016,Fall,4,1173,Technical and Prof Comm,COM,M,COM_2103,2103
2017,Fall,4,1173,Technical and Prof Comm,COM,M,COM_2103,2103
2018,Fall,4,1173,Technical and Prof Comm,COM,M,COM_2103,2103
2019,Fall,1,1173,Engr. Numerical Methods,EME,M,EME_3033,3033
2014,Fall,4,1174,History of Europe Since 1500,SSC,M,SSC_3143,3143
2016,Fall,4,1174,Technical and Prof Comm,COM,M,COM_2103,2103
2019,Fall,1,1174,Dynamics,EME,M,EME_3043,3043
2019,Fall,1,1175,Dynamics,EME,M,EME_3043,3043
2014,Fall,4,1176,International Economics,SSC,M,SSC_3383,3383
2016,Fall,4,1176,Seminar in Communications,COM,M,COM_4963,4963
2019,Fall,1,1176,Fluid Mechanics,EME,M,EME_3123,3123
2014,Fall,4,1177,Enlightenment and Revolution,SSC,M,SSC_4723,4723
2019,Fall,1,1177,Fluid Mechanics,EME,M,EME_3123,3123
2019,Fall,1,1178,Kinematics & Dynam of Machines,EME,M,EME_3133,3133
2014,Fall,n/a,1179,Spanish 1,SPN,M,SPN_2913,2913
2016,Fall,4,1179,Creative Writing,CRW,M,CRW_2513,2513
2017,Fall,4,1179,Creative Writing,CRW,M,CRW_2513,2513
2018,Fall,4,1179,Creative Writing,CRW,M,CRW_2513,2513
2019,Fall,1,1179,Mechatronics,EME,M,EME_3214,3214
2014,Fall,n/a,1180,Spanish 3 (Convers. Spanish),SPN,M,SPN_3833,3833
2016,Fall,4,1180,Beginning Intensive Grammar,ESL,M,ESL_00112,00112
2019,Fall,1,1180,Mechatronics,EME,M,EME_3214,3214
2014,Fall,n/a,1181,Business in Latin America,SPN,M,SPN_4833,4833
2016,Fall,4,1181,Intermediate Intensive Grammar,ESL,M,ESL_00132,00132
2019,Fall,1,1181,Design of Machine Elements,EME,M,EME_4003,4003
2014,Fall,4,1182,Intro to Broadcast Studio,MCO,M,MCO_2563,2563
2016,Fall,4,1182,Advanced Intensive Grammar,ESL,M,ESL_00152,00152
2019,Fall,1,1182,Heat Transfer,EME,M,EME_4013,4013
2014,Fall,4,1183,Writing Proficiency Exam,COM,M,COM_3000,3000
2016,Fall,4,1183,English eLab,COM,DL,COM_00100,00100
2019,Fall,1,1183,Heat Transfer,EME,M,EME_4013,4013
2014,Fall,4,1184,Writing Proficiency Exam,COM,M,COM_3000,3000
2016,Fall,4,1184,Beginning Intensive Reading,ESL,M,ESL_00212,00212
2019,Fall,1,1184,Aero. Eng. Fundamentals,EME,M,EME_4163,4163
2014,Fall,4,1185,Writing Proficiency Exam,COM,M,COM_3000,3000
2016,Fall,4,1185,Intermediate Intensive Reading,ESL,M,ESL_00232,00232
2014,Fall,4,1186,Writing Proficiency Exam,COM,M,COM_3000,3000
2016,Fall,4,1186,Advanced Intensive Reading,ESL,M,ESL_00252,00252
2014,Fall,4,1187,Writing Proficiency Exam,COM,M,COM_3000,3000
2016,Fall,4,1187,Beginning Intensive Listening,ESL,M,ESL_00312,00312
2019,Fall,1,1187,Mechanics Laboratory,EME,M,EME_4402,4402
2014,Fall,4,1188,Writing Proficiency Exam,COM,M,COM_3000,3000
2016,Fall,4,1188,Intermediate Intensive Listen,ESL,M,ESL_00332,00332
2019,Fall,1,1188,Thermal Science Lab,EME,M,EME_4412,4412
2014,Fall,4,1189,Writing Proficiency Exam,COM,M,COM_3000,3000
2016,Fall,4,1189,Advanced Intensive Listening,ESL,M,ESL_00352,00352
2019,Fall,1,1189,Intro Mech Systems Non-ME,EME,M,EME_4603,4603
2014,Fall,4,1190,Writing Proficiency Exam,COM,M,COM_3000,3000
2016,Fall,4,1190,Intermediate Intensive Convers,ESL,M,ESL_00432,00432
2019,Fall,1,1190,Intro Thermal Systems (Non-ME),EME,M,EME_4613,4613
2014,Fall,4,1191,Introductory Psychology,PSY,OL,PSY_1213,1213
2016,Fall,4,1191,Advanced Intensive Conversatio,ESL,M,ESL_00452,00452
2019,Fall,1,1191,Internal Combustion Engines,EME,M,EME_5143,5143
2016,Fall,4,1192,Beginning Intensive Writing,ESL,M,ESL_00512,00512
2016,Fall,4,1193,Intermediate Intensive Writing,ESL,M,ESL_00532,00532
2014,Fall,1,1194,Circuits Lab,EEE,M,EEE_2111,2111
2016,Fall,4,1194,Intermediate Intensive Writing,ESL,M,ESL_00532,00532
2019,Fall,1,1194,Engineering Analysis - 1,EME,M,EME_5253,5253
2014,Fall,1,1195,Circuits Lab,EEE,M,EEE_2111,2111
2016,Fall,4,1195,Advanced Intensive Writing,ESL,M,ESL_00552,00552
2014,Fall,1,1196,Circuits,EEE,M,EEE_2114,2114
2016,Fall,4,1196,Advanced Intensive Writing,ESL,M,ESL_00552,00552
2014,Fall,1,1197,Circuits and Electronics,EEE,M,EEE_2123,2123
2016,Fall,4,1197,Advanced Intensive TOEFL Prep,ESL,M,ESL_00652,00652
2014,Fall,1,1198,Circuits and Electronics,EEE,M,EEE_2123,2123
2016,Fall,4,1198,World Masterpieces 1,LLT,M,LLT_1213,1213
2017,Fall,4,1198,World Masterpieces 1,LLT,M,LLT_1213,1213
2018,Fall,4,1198,World Masterpieces 1,LLT,M,LLT_1213,1213
2014,Fall,1,1199,Digital Electronics & Lab,EEE,M,EEE_2214,2214
2016,Fall,4,1199,World Masterpieces 1,LLT,M,LLT_1213,1213
2017,Fall,4,1199,World Masterpieces 1,LLT,M,LLT_1213,1213
2018,Fall,4,1199,World Masterpieces 1,LLT,M,LLT_1213,1213
2014,Fall,1,1200,Intro to ECE Projects,EEE,M,EEE_3011,3011
2016,Fall,4,1200,World Masterpieces 1,LLT,M,LLT_1213,1213
2017,Fall,4,1200,World Masterpieces 1,LLT,M,LLT_1213,1213
2018,Fall,4,1200,World Masterpieces 1,LLT,M,LLT_1213,1213
2019,Fall,4,1200,Media Com Soc,MCO,M,MCO_1003,1003
2016,Fall,4,1201,World Masterpieces 1,LLT,M,LLT_1213,1213
2019,Fall,4,1201,Intro to Video Production,MCO,M,MCO_2003,2003
2014,Fall,1,1202,Signals and Systems Lab,EEE,M,EEE_3121,3121
2016,Fall,4,1202,World Masterpieces 1,LLT,M,LLT_1213,1213
2017,Fall,4,1202,World Masterpieces 1,LLT,M,LLT_1213,1213
2018,Fall,4,1202,World Masterpieces 1,LLT,M,LLT_1213,1213
2019,Fall,4,1202,Intro to Broadcast Studio,MCO,M,MCO_2563,2563
2014,Fall,1,1203,Signals and Systems,EEE,M,EEE_3124,3124
2016,Fall,4,1203,World Masterpieces 1,LLT,M,LLT_1213,1213
2017,Fall,4,1203,World Masterpieces 1,LLT,M,LLT_1213,1213
2014,Fall,1,1204,Adv Digital Elec Lab,EEE,M,EEE_3221,3221
2016,Fall,4,1204,World Masterpieces 1,LLT,M,LLT_1213,1213
2017,Fall,4,1204,World Masterpieces 1,LLT,M,LLT_1213,1213
2018,Fall,4,1204,World Masterpieces 1,LLT,M,LLT_1213,1213
2019,Fall,4,1204,Social Media,MCO,M,MCO_3633,3633
2014,Fall,1,1205,Adv Digital Electronic,EEE,M,EEE_3223,3223
2016,Fall,4,1205,World Masterpieces 1,LLT,M,LLT_1213,1213
2017,Fall,4,1205,World Masterpieces 1,LLT,M,LLT_1213,1213
2018,Fall,4,1205,World Masterpieces 1,LLT,M,LLT_1213,1213
2019,Fall,4,1205,Media Communication Internship,MCO,M,MCO_3913,3913
2014,Fall,1,1206,Microprocessors Lab,EEE,M,EEE_3231,3231
2016,Fall,4,1206,World Masterpieces 2,LLT,M,LLT_1223,1223
2017,Fall,4,1206,World Masterpieces 2,LLT,M,LLT_1223,1223
2018,Fall,4,1206,World Masterpieces 2,LLT,M,LLT_1223,1223
2019,Fall,4,1206,Special Topics,MCO,M,MCO_4073,4073
2016,Fall,4,1207,World Masterpieces 2,LLT,M,LLT_1223,1223
2017,Fall,4,1207,World Masterpieces 2,LLT,M,LLT_1223,1223
2018,Fall,4,1207,World Masterpieces 2,LLT,M,LLT_1223,1223
2019,Fall,4,1207,Production Practicum,MCO,M,MCO_4933,4933
2014,Fall,1,1208,Microprocessors,EEE,M,EEE_3233,3233
2016,Fall,4,1208,World Masterpieces 2,LLT,M,LLT_1223,1223
2017,Fall,4,1208,World Masterpieces 2,LLT,M,LLT_1223,1223
2018,Fall,4,1208,World Masterpieces 2,LLT,M,LLT_1223,1223
2019,Fall,4,1208,Introductory Psychology,PSY,M,PSY_1213,1213
2016,Fall,4,1209,World Masterpieces 2,LLT,M,LLT_1223,1223
2017,Fall,4,1209,World Masterpieces 2,LLT,M,LLT_1223,1223
2018,Fall,4,1209,World Masterpieces 2,LLT,M,LLT_1223,1223
2019,Fall,4,1209,Introductory Psychology,PSY,M,PSY_1213,1213
2014,Fall,1,1210,Electronics Lab,EEE,M,EEE_3311,3311
2016,Fall,4,1210,World Masterpieces 2,LLT,M,LLT_1223,1223
2017,Fall,4,1210,World Masterpieces 2,LLT,M,LLT_1223,1223
2018,Fall,4,1210,World Masterpieces 2,LLT,M,LLT_1223,1223
2019,Fall,4,1210,Research Methods for Behav Sci,PSY,M,PSY_2113,2113
2016,Fall,4,1211,World Masterpieces 2,LLT,M,LLT_1223,1223
2017,Fall,4,1211,World Masterpieces 2,LLT,M,LLT_1223,1223
2018,Fall,4,1211,World Masterpieces 2,LLT,M,LLT_1223,1223
2019,Fall,4,1211,Principles of Economics,SSC,M,SSC_2303,2303
2014,Fall,1,1212,Electronics,EEE,M,EEE_3314,3314
2016,Fall,4,1212,World Masterpieces 2,LLT,M,LLT_1223,1223
2017,Fall,4,1212,World Masterpieces 2,LLT,M,LLT_1223,1223
2018,Fall,4,1212,World Masterpieces 2,LLT,M,LLT_1223,1223
2019,Fall,4,1212,Foundations of American Exp,SSC,M,SSC_2413,2413
2014,Fall,1,1213,Electromag Fields Wav,EEE,M,EEE_3414,3414
2016,Fall,4,1213,World Masterpieces 2,LLT,M,LLT_1223,1223
2017,Fall,4,1213,World Masterpieces 2,LLT,M,LLT_1223,1223
2018,Fall,4,1213,World Masterpieces 2,LLT,M,LLT_1223,1223
2019,Fall,4,1213,Foundations of American Exp,SSC,M,SSC_2413,2413
2016,Fall,4,1214,World Masterpieces 2,LLT,M,LLT_1223,1223
2019,Fall,4,1214,Foundations of American Exp,SSC,M,SSC_2413,2413
2014,Fall,1,1215,Adv Computer Appl Lab,EEE,M,EEE_3422,3422
2016,Fall,1,1215,Fund. Of Eng. Design Projects,EGE,M,EGE_1001,1001
2017,Fall,1,1215,Fund. Of Eng. Design Projects,EGE,M,EGE_1001,1001
2018,Fall,1,1215,Fund. Of Eng. Design Projects,EGE,M,EGE_1001,1001
2019,Fall,4,1215,Foundations of American Exp,SSC,M,SSC_2413,2413
2014,Fall,1,1216,Intro Elect Sys Lab,EEE,M,EEE_3511,3511
2016,Fall,1,1216,Fund. Of Eng. Design Projects,EGE,M,EGE_1001,1001
2017,Fall,1,1216,Fund. Of Eng. Design Projects,EGE,M,EGE_1001,1001
2018,Fall,1,1216,Fund. Of Eng. Design Projects,EGE,M,EGE_1001,1001
2019,Fall,4,1216,Foundations of American Exp,SSC,M,SSC_2413,2413
2014,Fall,1,1217,Intro Elec Syst,EEE,M,EEE_3513,3513
2016,Fall,1,1217,Fund. Of Eng. Design Projects,EGE,M,EGE_1001,1001
2017,Fall,1,1217,Fund. Of Eng. Design Projects,EGE,M,EGE_1001,1001
2018,Fall,1,1217,Fund. Of Eng. Design Projects,EGE,M,EGE_1001,1001
2019,Fall,4,1217,Foundations of American Exp,SSC,M,SSC_2413,2413
2014,Fall,1,1218,Embedded Systems Lab,EEE,M,EEE_4241,4241
2016,Fall,1,1218,Fund. Of Eng. Design Projects,EGE,M,EGE_1001,1001
2017,Fall,1,1218,Fund. Of Eng. Design Projects,EGE,M,EGE_1001,1001
2018,Fall,1,1218,Fund. Of Eng. Design Projects,EGE,M,EGE_1001,1001
2019,Fall,4,1218,Development of American Exp,SSC,M,SSC_2423,2423
2014,Fall,1,1219,Embedded Systems,EEE,M,EEE_4243,4243
2016,Fall,1,1219,Fund. Of Eng. Design Projects,EGE,M,EGE_1001,1001
2017,Fall,1,1219,Fund. Of Eng. Design Projects,EGE,M,EGE_1001,1001
2018,Fall,1,1219,Fund. Of Eng. Design Projects,EGE,M,EGE_1001,1001
2019,Fall,1,1219,Technical Graphics,TME,M,TME_1023,1023
2014,Fall,1,1220,Computer Architecture 1,EEE,M,EEE_4253,4253
2016,Fall,1,1220,Fund. Of Eng. Design Projects,EGE,M,EGE_1001,1001
2019,Fall,4,1220,Development of American Exp,SSC,M,SSC_2423,2423
2014,Fall,1,1221,Power Electronics,EEE,M,EEE_4313,4313
2019,Fall,4,1221,Development of American Exp,SSC,M,SSC_2423,2423
2016,Fall,4,1222,Leadership Models & Practices,LDR,M,LDR_2001,2001
2017,Fall,4,1222,Leadership Models & Practices,LDR,M,LDR_2001,2001
2018,Fall,4,1222,Leadership Models & Practices,LDR,M,LDR_2001,2001
2019,Fall,4,1222,Development of American Exp,SSC,M,SSC_2423,2423
2014,Fall,1,1223,Advanced Electronics,EEE,M,EEE_4323,4323
2016,Fall,4,1223,Leadership Models & Practices,LDR,M,LDR_2001,2001
2017,Fall,4,1223,Leadership Models & Practices,LDR,M,LDR_2001,2001
2018,Fall,4,1223,Leadership Models & Practices,LDR,M,LDR_2001,2001
2019,Fall,4,1223,Development of American Exp,SSC,M,SSC_2423,2423
2014,Fall,1,1224,Computer Networking,EEE,M,EEE_4263,4263
2016,Fall,4,1224,Leadership Models & Practices,LDR,M,LDR_2001,2001
2017,Fall,4,1224,Leadership Models & Practices,LDR,M,LDR_2001,2001
2018,Fall,4,1224,Leadership Models & Practices,LDR,M,LDR_2001,2001
2019,Fall,4,1224,Basic Algebra,MCS,M,MCS_0044,0044
2014,Fall,1,1225,Communication Systems,EEE,M,EEE_4423,4423
2016,Fall,4,1225,Leadership Models & Practices,LDR,M,LDR_2001,2001
2017,Fall,4,1225,Leadership Models & Practices,LDR,M,LDR_2001,2001
2018,Fall,4,1225,Leadership Models & Practices,LDR,M,LDR_2001,2001
2016,Fall,4,1226,Leadership Models & Practices,LDR,M,LDR_2001,2001
2017,Fall,4,1226,Leadership Models & Practices,LDR,M,LDR_2001,2001
2018,Fall,4,1226,Leadership Models & Practices,LDR,M,LDR_2001,2001
2014,Fall,1,1227,Control Systems & Lab,EEE,M,EEE_4514,4514
2016,Fall,4,1227,Leadership Models & Practices,LDR,M,LDR_2001,2001
2019,Fall,4,1227,Introductory Psychology,PSY,OL,PSY_1213,1213
2014,Fall,1,1228,Optoelectronics,EEE,M,EEE_4713,4713
2016,Fall,4,1228,Leadership Models & Practices,LDR,M,LDR_2001,2001
2017,Fall,4,1228,Leadership Models & Practices,LDR,M,LDR_2001,2001
2018,Fall,4,1228,Leadership Models & Practices,LDR,M,LDR_2001,2001
2014,Fall,1,1229,EE Projects 1,EEE,M,EEE_4811,4811
2016,Fall,4,1229,Leadership Models & Practices,LDR,M,LDR_2001,2001
2017,Fall,4,1229,Leadership Models & Practices,LDR,M,LDR_2001,2001
2018,Fall,4,1229,Leadership Models & Practices,LDR,M,LDR_2001,2001
2014,Fall,1,1230,EE Projects 2,EEE,M,EEE_4822,4822
2016,Fall,4,1230,Leadership Models & Practices,LDR,M,LDR_2001,2001
2017,Fall,4,1230,Leadership Models & Practices,LDR,M,LDR_2001,2001
2018,Fall,4,1230,Leadership Models & Practices,LDR,M,LDR_2001,2001
2014,Fall,1,1231,CE Projects 1,EEE,M,EEE_4831,4831
2016,Fall,4,1231,Leadership Models & Practices,LDR,M,LDR_2001,2001
2019,Fall,4,1231,Intro Chem Princip,CHM,M,CHM_1154,1154
2014,Fall,1,1232,CE Projects 2,EEE,M,EEE_4842,4842
2016,Fall,4,1232,Leadership Models & Practices,LDR,M,LDR_2001,2001
2017,Fall,4,1232,Leadership Models & Practices,LDR,M,LDR_2001,2001
2018,Fall,4,1232,Leadership Models & Practices,LDR,M,LDR_2001,2001
2019,Fall,4,1232,Intro Chem Princip,CHM,M,CHM_1154,1154
2014,Fall,1,1233,Directed Study in EE,EEE,M,EEE_4911,4911
